# unassigned_PDBID  line_TMscore_max  TMscore_max  corresponding_PDBID  corresponding_SCOPID  topology  topology_string
3HG6_A  2454  0.99734  1ONC_A  d1onca_  1-4-2    +B+0.-C+0.+B+1.-A+0.-B+2.+B+3.+A+1.
3HGL_A  4882  0.49538  2B0L_A  d2b0la1  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3HH1_A  3306  0.55298  1T6T_1  d1t6t1_  2-4-2    -A+0.+B+0.-A-1.+B-1.-C+0.+B+1.-C+1.+B+2.
3HI9_A  1063  0.83548  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3HIA_A  934   0.39225  1GL0_I  d1gl0i_  0-4-0    +B+0.-B-3.+B-2.-B-1.
3HIL_A  4868  0.39154  2AXY_A  d2axya1  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3HIX_A  945   0.69527  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
3HL5_A  5596  0.95236  2I3H_A  d2i3ha1  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
3HM3_A  5293  0.89156  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3HM5_A  4131  0.46291  1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
3HMF_A  2657  0.55927  1PU1_A  d1pu1a_  0-2-2    -C+0.+B+0.-B-1.+C-1.
3HMR_A  1223  0.66027  1I8N_A  d1i8na_  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E+1.-B-1.
3HMS_A  1223  0.65945  1I8N_A  d1i8na_  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E+1.-B-1.
3HMT_A  1223  0.65473  1I8N_A  d1i8na_  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E+1.-B-1.
3HNK_A  1173  0.52339  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3HNU_X  1740  0.4838   1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
3HNX_A  1740  0.48962  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
3HOH_A  1181  0.98686  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
3HP3_A  5659  0.73276  2J7Z_A  d2j7za1  0-4-1    +B+0.-B-3.+B-2.-B-1.-C+0.
3HP8_A  1740  0.48353  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
3HPM_A  5271  0.87188  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3HQA_A  82    0.41854  1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
3HQB_A  3138  0.41983  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3HRL_A  3985  0.55107  1VSR_A  d1vsra_  0-6-2    -C+0.+B+0.-B-1.+B-2.+B-3.-C-1.+B-4.-B-5.
3HTY_A  2234  0.50669  1NQN_A  d1nqna_  0-8      +E+0.-B+0.-B-1.+B-2.-B-3.+B-4.+E-1.-E-2.
3HZ2_A  2228  0.74992  1NPS_A  d1npsa_  0-4+4-0  +E+0.-E+1.+B+0.-E-1.+B-2.-B-3.+E-2.-B-1.
3HZ7_A  408   0.69046  1DCJ_A  d1dcja_  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
3HZE_A  489   0.52362  1DTJ_A  d1dtja_  0-3-2    +B+0.-A+0.+B-2.-B-1.+A+1.
3I18_A  5271  0.58492  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3I1E_A  5271  0.56408  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3I2L_A  5682  0.92282  2NMZ_A  d2nmza1  0-7-0    +B+0.-B+1.+B+3.+B+6.-B+5.+B+4.-B+2.
3I2Z_A  276   0.88363  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
3I31_A  5016  0.60706  2BZ2_A  d2bz2a1  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3I35_A  3475  0.87733  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3I3C_A  5216  0.606    2DY8_A  d2dy8a1  0-3-2    +B+0.-B-1.+B-2.-C+0.+C+1.
3I4O_A  1135  0.81167  1HR0_W  d1hr0w_  0-3+3-0  +E+0.-B+0.+B-1.-B-2.-E+1.+E+2.
3I4W_A  2753  0.91621  1QAV_A  d1qava_  0-2+4-0  +B+0.-E+0.+E+1.+B-2.-B-3.-B-1.
3I5S_A  2600  0.91081  1PHT_A  d1phta_  0-7      +B+0.+E+0.-B+4.-B+1.+B+2.-B+3.+E-1.
3I71_A  3138  0.60133  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3I85_A  3344  0.54719  1TEN_A  d1tena_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
3I8Z_A  5493  0.52216  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
3I91_A  5216  0.56667  2DY8_A  d2dy8a1  0-3-2    +B+0.-B-1.+B-2.-C+0.+C+1.
3I9H_A  2228  0.93123  1NPS_A  d1npsa_  0-4+4-0  +E+0.-E+1.+B+0.-E-1.+B-2.-B-3.+E-2.-B-1.
3I9Q_A  3475  0.98923  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3IA9_A  5682  0.93543  2NMZ_A  d2nmza1  0-7-0    +B+0.-B+1.+B+3.+B+6.-B+5.+B+4.-B+2.
3IAJ_A  2228  0.93875  1NPS_A  d1npsa_  0-4+4-0  +E+0.-E+1.+B+0.-E-1.+B-2.-B-3.+E-2.-B-1.
3IB4_A  1635  0.84929  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3IC4_A  1071  0.79574  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3IC5_A  1902  0.63019  1LSS_A  d1lssa_  2-6-3    +B+0.-C+0.+B+1.-C+1.+B+2.-A+0.+B-1.-A-1.+B-2.-A-2.+B-3.
3ICB_A  1407  0.51751  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
3ID1_A  5271  0.5741   2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3ID4_A  5271  0.5768   2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3IDW_A  183   0.44412  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
3IE4_A  1924  0.66978  1LWR_A  d1lwra_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
3IE9_A  3131  0.98239  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
3IEA_A  3131  0.98288  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
3IFM_A  3284  0.43592  1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
3IG9_A  238   0.48581  1BXY_A  d1bxya_  0-3-2    +B+0.-A+0.-B-1.+A+1.-B+1.
3IGE_A  238   0.48894  1BXY_A  d1bxya_  0-3-2    +B+0.-A+0.-B-1.+A+1.-B+1.
3IHS_A  2465  0.86382  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3IMD_A  1594  0.98321  1JYR_A  d1jyra_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3IMJ_A  1594  0.98108  1JYR_A  d1jyra_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3IN7_A  1594  0.97727  1JYR_A  d1jyra_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3IO2_A  4408  0.42168  1XPP_A  d1xppa_  0-4-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.
3IPF_A  3107  0.50188  1SB6_A  d1sb6a_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3IPJ_A  2317  0.8552   1O2F_B  d1o2fb_  0-4-3    -A+0.+B+0.-B+1.+A+1.-B+3.+B+2.-A-1.
3IPZ_A  4137  0.81727  1WIK_A  d1wika_  1-4-2    -A+0.+B+0.-C+0.+B+1.-B-1.+B-2.-C-1.
3IQL_A  3475  0.91351  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3IRC_A  3089  0.63189  1S6N_A  d1s6na_  0-4+4-0  +B+0.-B+1.+E+0.-B+3.-E+1.+B+2.-E-1.+E-2.
3ISY_A  2490  0.65766  1OWW_A  d1owwa_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
3IU5_A  2654  0.51853  1PTF_A  d1ptfa_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3IV4_A  3242  0.80994  1SYR_A  d1syra_  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3IWF_A  3138  0.54906  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3IWH_A  945   0.75245  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
3IWL_A  734   0.97531  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3JSR_A  2935  0.56696  1R8H_A  d1r8ha_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3JST_A  3026  0.87416  1RU0_A  d1ru0a_  0-4-3    -A+0.+B+0.-B+1.+A+2.-B+3.+B+2.-A+1.
3JTN_A  734   0.61515  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3JTO_A  734   0.58266  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3JTP_A  2724  0.57498  1Q5Y_A  d1q5ya_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3JU0_A  900   0.54083  1GCC_A  d1gcca_  0-3-1    +B+0.-B-1.+B-2.-C+0.
3JVE_A  291   0.74698  1CDZ_A  d1cdza_  1-3-2    +B+0.-C+0.+B-1.-A+0.+B-2.-C-1.
3JVL_A  489   0.53312  1DTJ_A  d1dtja_  0-3-2    +B+0.-A+0.+B-2.-B-1.+A+1.
3JVM_A  489   0.53271  1DTJ_A  d1dtja_  0-3-2    +B+0.-A+0.+B-2.-B-1.+A+1.
3JZK_A  3601  0.7001   1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
3K0X_A  2216  0.72326  1NNX_A  d1nnxa_  1-8      -C+0.+B+0.+E+0.-B-4.-B-3.+E+1.+B-1.-B-2.-E+2.
3K2A_A  4131  0.43624  1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
3K2T_A  449   0.44175  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
3K2Y_A  4152  0.55281  1WJX_A  d1wjxa_  0-2+5-0  +B+0.-B-3.+E+0.-E-1.+B-4.-B-1.+B-2.
3K33_B  5712  0.81402  2ODK_A  d2odka1  0-3-1    +B+0.-C+0.+B+1.-B+2.
3K3V_A  238   0.43881  1BXY_A  d1bxya_  0-3-2    +B+0.-A+0.-B-1.+A+1.-B+1.
3K4G_A  742   0.42573  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3K6D_A  5716  0.85632  2OMY_B  d2omyb1  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3K6F_A  5716  0.85372  2OMY_B  d2omyb1  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3K6I_A  5716  0.85892  2OMY_B  d2omyb1  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3K7B_A  2113  0.55698  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
3K7C_A  1019  0.55621  1GY7_A  d1gy7a_  0-6-2    +C+0.+B+0.-B+1.+C+1.-B-4.+B-3.-B-2.+B-1.
3K82_A  2753  0.91897  1QAV_A  d1qava_  0-2+4-0  +B+0.-E+0.+E+1.+B-2.-B-3.-B-1.
3K9P_B  5007  0.84931  2BWF_A  d2bwfa1  0-3-2    +B+0.-B+1.+C+0.-C-1.+B-1.
3KAA_A  844   0.72186  1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3KAT_A  3107  0.53395  1SB6_A  d1sb6a_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3KD0_A  5620  0.95232  2IFQ_A  d2ifqa1  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3KER_A  472   0.98598  1DPT_A  d1dpta_  0-4-2    +B+0.-C+0.+B+1.-B-1.+C-1.-B-2.
3KFJ_A  1594  0.98324  1JYR_A  d1jyra_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3KGR_A  936   0.71767  1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3KHF_A  5271  0.85572  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3KIV_A  184   0.43405  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
3KKA_A  3356  0.3974   1TH5_A  d1th5a1  0-3-2    -C+0.+B+0.-B-1.+C-1.-B-2.
3KKA_C  742   0.42295  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3KP8_A  1071  0.65443  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3KT9_A  4983  0.89861  2BRF_A  d2brfa1  0-4+6-0  +B+0.-B-1.+E+0.-E+1.+E+2.-B+3.+B+4.-E+3.+B+2.-B+1.
3KTF_A  291   0.74659  1CDZ_A  d1cdza_  1-3-2    +B+0.-C+0.+B-1.-A+0.+B-2.-C-1.
3KUR_A  2153  0.45487  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
3KW6_A  183   0.4591   1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
3KYU_A  5213  0.927    2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
3KYV_A  5213  0.92381  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
3KYW_A  5213  0.92175  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
3KYX_A  5213  0.92158  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
3KYY_A  5213  0.92138  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
3KZ3_A  3682  0.7169   1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3KZ7_A  196   0.94079  1BKF_A  d1bkfa_  0-5-1    +B+0.-B-3.+B-4.+C+0.-B-1.+B-2.
3KZD_A  5271  0.77789  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3L0R_A  5710  0.74111  2O9U_X  d2o9ux1  0-5-1    +B+0.+A+0.-B-1.+B-2.-B-3.+B-4.
3L11_A  5028  0.76773  2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
3L1M_A  1173  0.51534  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3L1X_A  5028  0.8643   2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
3L45_A  3131  0.98887  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
3L48_A  5148  0.53252  2CXK_A  d2cxka1  0-7      +E+0.-E+1.-B+0.+B-1.-B-2.+B+1.+E+2.
3L4H_A  3682  0.44233  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3L78_A  1071  0.80451  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3LAX_A  4113  0.62473  1WH9_A  d1wh9a_  0-2-2    +C+0.+B+0.-C+1.+B+1.
3LBJ_E  3601  0.62321  1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
3LBK_A  3601  0.68494  1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
3LBL_A  3601  0.70693  1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
3LD7_A  4983  0.51038  2BRF_A  d2brfa1  0-4+6-0  +B+0.-B-1.+E+0.-E+1.+E+2.-B+3.+B+4.-E+3.+B+2.-B+1.
3LDJ_A  880   0.95135  1G6X_A  d1g6xa_  0-3-1    +B+0.-B-1.-B+1.+C+0.
3LDZ_E  5293  0.87945  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3LE1_A  2465  0.93392  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3LE3_A  2465  0.92819  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3LF5_A  2023  0.80083  1MJ4_A  d1mj4a_  0-5-2    +B+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
3LFG_A  2465  0.92679  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3LFO_A  1073  0.97171  1H7M_A  d1h7ma_  2-4-2    -A+0.+B+0.-C+0.+B+2.-C+1.+B+3.-A-1.-B+1.
3LGC_A  1071  0.73418  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3LH4_A  1771  0.73898  1KWI_A  d1kwia_  0-4-1    -C+0.+B+0.-B-1.+B-2.-B-3.
3LJW_A  2657  0.57385  1PU1_A  d1pu1a_  0-2-2    -C+0.+B+0.-B-1.+C-1.
3LKL_A  3812  0.64482  1VC1_A  d1vc1a_  0-5-3    +B+0.-B-1.+C+0.-B-2.+C-1.-B-3.+C-2.-B-4.
3LLB_A  563   0.49413  1ED7_A  d1ed7a_  0-2+3-0  +E+0.-B+0.+B+1.-E+1.-B+2.
3LLH_A  436   0.83239  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
3LMO_A  3693  0.52684  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
3LNO_A  5128  0.81197  2CU6_A  d2cu6a1  0-3-2    -C+0.+B+0.-B-1.+C-1.-B-2.
3LNW_A  2465  0.92331  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3LPY_A  1063  0.87026  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3LUI_A  4426  0.72669  1XTE_A  d1xtea_  0-3-2    +B+0.-B-1.+B-2.-C+0.+C-1.
3LUU_A  119   0.48381  1AZP_A  d1azpa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
3LWE_A  5216  0.63509  2DY8_A  d2dy8a1  0-3-2    +B+0.-B-1.+B-2.-C+0.+C+1.
3LYS_A  346   0.49374  1CTF_A  d1ctfa_  0-3-2    +B+0.-C+0.-B+1.+C-1.-B-1.
3LYW_A  1645  0.39796  1K85_A  d1k85a_  0-3+3-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.
3M03_A  1082  0.4537   1H98_A  d1h98a_  0-2-2    +B+0.-C+0.+C-1.-B-1.
3M0P_A  3475  0.99123  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3POE_A  3182  0.72981  1SPP_B  d1sppb_  0-5+5-0  +B+0.-E+0.+B-1.-E-1.+B-3.-E-3.+E-4.-B-4.+E-2.-B-2.
3POF_A  3182  0.73712  1SPP_B  d1sppb_  0-5+5-0  +B+0.-E+0.+B-1.-E-1.+B-3.-E-3.+E-4.-B-4.+E-2.-B-2.
3POG_A  3182  0.72891  1SPP_B  d1sppb_  0-5+5-0  +B+0.-E+0.+B-1.-E-1.+B-3.-E-3.+E-4.-B-4.+E-2.-B-2.
3POI_A  3182  0.73757  1SPP_B  d1sppb_  0-5+5-0  +B+0.-E+0.+B-1.-E-1.+B-3.-E-3.+E-4.-B-4.+E-2.-B-2.
3POJ_A  3182  0.7374   1SPP_B  d1sppb_  0-5+5-0  +B+0.-E+0.+B-1.-E-1.+B-3.-E-3.+E-4.-B-4.+E-2.-B-2.
3PT3_A  154   0.46492  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
3PUC_A  844   0.93463  1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3PXM_A  5710  0.92329  2O9U_X  d2o9ux1  0-5-1    +B+0.+A+0.-B-1.+B-2.-B-3.+B-4.
3PYJ_A  5710  0.90682  2O9U_X  d2o9ux1  0-5-1    +B+0.+A+0.-B-1.+B-2.-B-3.+B-4.
3PZ7_A  5007  0.66126  2BWF_A  d2bwfa1  0-3-2    +B+0.-B+1.+C+0.-C-1.+B-1.
3PZ8_A  4171  0.68453  1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
3Q0H_A  936   0.76821  1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3Q2C_A  936   0.71391  1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3Q2F_A  2654  0.55044  1PTF_A  d1ptfa_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3Q2P_A  5710  0.9078   2O9U_X  d2o9ux1  0-5-1    +B+0.+A+0.-B-1.+B-2.-B-3.+B-4.
3Q4Y_A  860   0.91975  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
3Q5O_A  747   0.86943  1FHG_A  d1fhga_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3Q9P_A  2989  0.61151  1RL1_A  d1rl1a_  0-3+4-0  +B+0.-B+1.+E+0.-E-1.+E-2.-B+3.+B+2.
3Q9Q_A  2989  0.60418  1RL1_A  d1rl1a_  0-3+4-0  +B+0.-B+1.+E+0.-E-1.+E-2.-B+3.+B+2.
3QCA_A  4171  0.7686   1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
3QDA_A  1635  0.86145  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3QF2_A  734   0.56557  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3QF6_A  3557  0.9819   1UCS_A  d1ucsa_  0-2+3-0  +B+0.-E+0.+B+1.-B-1.+E-1.
3QMX_A  1071  0.75635  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3QP3_A  747   0.92501  1FHG_A  d1fhga_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3QQ6_A  3682  0.775    1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3QTL_D  2880  0.58845  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
3QU6_A  5637  0.80789  2IRF_G  d2irfg_  0-4-2    -C+0.+B+0.-B-1.+C-1.-B-3.+B-2.
3QX1_A  1078  0.76188  1H8C_A  d1h8ca_  0-4-2    +B+0.-B+1.+C+0.-B-2.+C-1.+B-1.
3QY2_A  2113  0.4989   1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
3R27_A  1063  0.82028  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3R3M_A  1078  0.77392  1H8C_A  d1h8ca_  0-4-2    +B+0.-B+1.+C+0.-B-2.+C-1.+B-1.
3R5P_A  4852  0.63556  2ASF_A  d2asfa1  0-7-2    +C+0.+B+0.-B+1.-B-5.+B-4.+C+1.-B-1.+B-2.-B-3.
3R5R_A  3926  0.65526  1VL7_A  d1vl7a_  1-6      +E+0.-E-1.-B+0.-E+1.-B-2.+A+0.+B-1.
3R5W_A  3926  0.65728  1VL7_A  d1vl7a_  1-6      +E+0.-E-1.-B+0.-E+1.-B-2.+A+0.+B-1.
3R68_A  2917  0.86555  1R6J_A  d1r6ja_  0-4-1    +B+0.+B+2.-B+3.+C+0.-B+1.
3R69_A  5271  0.85436  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3RA6_A  1073  0.98219  1H7M_A  d1h7ma_  2-4-2    -A+0.+B+0.-C+0.+B+2.-C+1.+B+3.-A-1.-B+1.
3RCP_A  4704  0.70449  1ZM0_A  d1zm0a1  0-4+5-0  +E+0.-B+0.+B+1.-E+1.+E+2.-E+3.+B-3.-B-2.+B-1.
3RD2_A  4171  0.8835   1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
3RD4_A  261   0.65103  1C4Q_A  d1c4qa_  0-4-1    +B+0.-B-1.+B-2.-C+0.+B-3.
3RDY_A  496   0.8895   1DWM_A  d1dwma_  0-4-1    +B+0.-A+0.+B-3.+B-2.-B-1.
3RFI_A  154   0.41947  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
3RGH_A  3722  0.89917  1V05_A  d1v05a_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
